"GEO_ID","NAME","B19013I_001E","B19013I_001EA","B19013I_001M","B19013I_001MA",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2019 inflation-adjusted dollars)","Annotation of Estimate!!Median household income in the past 12 months (in 2019 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2019 inflation-adjusted dollars)","Annotation of Margin of Error!!Median household income in the past 12 months (in 2019 inflation-adjusted dollars)",
"8600000US14109","ZCTA5 14109","-","-","**","**",
"8600000US14111","ZCTA5 14111","-","-","**","**",
"8600000US14112","ZCTA5 14112","-","-","**","**",
"8600000US14113","ZCTA5 14113","-","-","**","**",
"8600000US14120","ZCTA5 14120","-","-","**","**",
"8600000US14125","ZCTA5 14125","-","-","**","**",
"8600000US14126","ZCTA5 14126","-","-","**","**",
"8600000US14127","ZCTA5 14127","-","-","**","**",
"8600000US14129","ZCTA5 14129","-","-","**","**",
"8600000US14130","ZCTA5 14130","-","-","**","**",
"8600000US14131","ZCTA5 14131","-","-","**","**",
"8600000US14132","ZCTA5 14132","-","-","**","**",
"8600000US14134","ZCTA5 14134","-","-","**","**",
"8600000US14135","ZCTA5 14135","-","-","**","**",
"8600000US14136","ZCTA5 14136","-","-","**","**",
"8600000US14138","ZCTA5 14138","-","-","**","**",
"8600000US14139","ZCTA5 14139","-","-","**","**",
"8600000US14141","ZCTA5 14141","34886","null","21026","null",
"8600000US14143","ZCTA5 14143","-","-","**","**",
"8600000US14145","ZCTA5 14145","-","-","**","**",
"8600000US14150","ZCTA5 14150","47602","null","14050","null",
"8600000US14167","ZCTA5 14167","-","-","**","**",
"8600000US14168","ZCTA5 14168","-","-","**","**",
"8600000US14169","ZCTA5 14169","-","-","**","**",
"8600000US14170","ZCTA5 14170","-","-","**","**",
"8600000US14171","ZCTA5 14171","-","-","**","**",
"8600000US14172","ZCTA5 14172","-","-","**","**",
"8600000US14173","ZCTA5 14173","-","-","**","**",
"8600000US14174","ZCTA5 14174","39318","null","36303","null",
"8600000US14201","ZCTA5 14201","18333","null","5171","null",
"8600000US14202","ZCTA5 14202","27446","null","11665","null",
"8600000US14203","ZCTA5 14203","39946","null","13189","null",
"8600000US14204","ZCTA5 14204","18404","null","3060","null",
"8600000US14206","ZCTA5 14206","21662","null","3132","null",
"8600000US14207","ZCTA5 14207","26017","null","10818","null",
"8600000US14208","ZCTA5 14208","25750","null","17389","null",
"8600000US14209","ZCTA5 14209","40718","null","40426","null",
"8600000US14210","ZCTA5 14210","-","-","**","**",
"8600000US14211","ZCTA5 14211","22407","null","16032","null",
"8600000US14212","ZCTA5 14212","22188","null","18024","null",
"8600000US14213","ZCTA5 14213","23347","null","2981","null",
"8600000US14214","ZCTA5 14214","59800","null","29726","null",
"8600000US14215","ZCTA5 14215","20694","null","12897","null",
"8600000US14216","ZCTA5 14216","48218","null","8397","null",
"8600000US14217","ZCTA5 14217","47434","null","39496","null",
"8600000US14218","ZCTA5 14218","36250","null","8568","null",
"8600000US14219","ZCTA5 14219","36429","null","29019","null",
"8600000US14220","ZCTA5 14220","41547","null","6388","null",
"8600000US14221","ZCTA5 14221","-","-","**","**",
"8600000US14222","ZCTA5 14222","-","-","**","**",
"8600000US14223","ZCTA5 14223","50590","null","23696","null",
"8600000US14224","ZCTA5 14224","61214","null","55502","null",
"8600000US14225","ZCTA5 14225","57240","null","38354","null",
"8600000US14226","ZCTA5 14226","-","-","**","**",
"8600000US14227","ZCTA5 14227","81250","null","43414","null",
"8600000US14228","ZCTA5 14228","33365","null","19084","null",
"8600000US14261","ZCTA5 14261","-","-","**","**",
"8600000US14301","ZCTA5 14301","30257","null","17853","null",
"8600000US14302","ZCTA5 14302","-","-","**","**",
"8600000US14303","ZCTA5 14303","13210","null","5445","null",
"8600000US14304","ZCTA5 14304","61429","null","27646","null",
"8600000US14305","ZCTA5 14305","12232","null","9548","null",
"8600000US14411","ZCTA5 14411","-","-","**","**",
"8600000US14414","ZCTA5 14414","-","-","**","**",
"8600000US14415","ZCTA5 14415","-","-","**","**",
"8600000US14416","ZCTA5 14416","-","-","**","**",
"8600000US14418","ZCTA5 14418","-","-","**","**",
"8600000US14420","ZCTA5 14420","28086","null","18546","null",
"8600000US14422","ZCTA5 14422","-","-","**","**",
"8600000US14423","ZCTA5 14423","-","-","**","**",
"8600000US14424","ZCTA5 14424","61167","null","24127","null",
"8600000US14425","ZCTA5 14425","-","-","**","**",
"8600000US14427","ZCTA5 14427","-","-","**","**",
"8600000US14428","ZCTA5 14428","-","-","**","**",
"8600000US14432","ZCTA5 14432","-","-","**","**",
"8600000US14433","ZCTA5 14433","18793","null","14661","null",
"8600000US14435","ZCTA5 14435","-","-","**","**",
"8600000US14437","ZCTA5 14437","33224","null","15658","null",
"8600000US14441","ZCTA5 14441","-","-","**","**",
"8600000US14445","ZCTA5 14445","61563","null","18327","null",
"8600000US14450","ZCTA5 14450","101250","null","18713","null",
"8600000US14454","ZCTA5 14454","-","-","**","**",
"8600000US14456","ZCTA5 14456","30800","null","5978","null",
"8600000US14462","ZCTA5 14462","-","-","**","**",
"8600000US14464","ZCTA5 14464","-","-","**","**",
"8600000US14466","ZCTA5 14466","-","-","**","**",
"8600000US14467","ZCTA5 14467","-","-","**","**",
"8600000US14468","ZCTA5 14468","91574","null","73575","null",
"8600000US14469","ZCTA5 14469","-","-","**","**",
"8600000US14470","ZCTA5 14470","52019","null","37721","null",
"8600000US14471","ZCTA5 14471","-","-","**","**",
"8600000US14472","ZCTA5 14472","-","-","**","**",
"8600000US14475","ZCTA5 14475","-","-","**","**",
"8600000US14476","ZCTA5 14476","56750","null","29349","null",
"8600000US14477","ZCTA5 14477","-","-","**","**",
"8600000US14478","ZCTA5 14478","-","-","**","**",
"8600000US14479","ZCTA5 14479","-","-","**","**",
"8600000US14480","ZCTA5 14480","-","-","**","**",
"8600000US14481","ZCTA5 14481","-","-","**","**",
"8600000US14482","ZCTA5 14482","-","-","**","**",
"8600000US14485","ZCTA5 14485","83125","null","64468","null",
"8600000US14486","ZCTA5 14486","-","-","**","**",
"8600000US14487","ZCTA5 14487","-","-","**","**",
"8600000US14489","ZCTA5 14489","177750","null","99425","null",
"8600000US14502","ZCTA5 14502","-","-","**","**",
"8600000US14504","ZCTA5 14504","-","-","**","**",
"8600000US14505","ZCTA5 14505","75690","null","29152","null",
"8600000US14506","ZCTA5 14506","-","-","**","**",
"8600000US14507","ZCTA5 14507","-","-","**","**",
"8600000US14510","ZCTA5 14510","-","-","**","**",
"8600000US14511","ZCTA5 14511","-","-","**","**",
"8600000US14512","ZCTA5 14512","23438","null","18492","null",
"8600000US14513","ZCTA5 14513","33994","null","17291","null",
"8600000US14514","ZCTA5 14514","-","-","**","**",
"8600000US14516","ZCTA5 14516","-","-","**","**",
"8600000US14517","ZCTA5 14517","-","-","**","**",
"8600000US14519","ZCTA5 14519","-","-","**","**",
"8600000US14521","ZCTA5 14521","70000","null","53029","null",
"8600000US14522","ZCTA5 14522","-","-","**","**",
"8600000US14525","ZCTA5 14525","48750","null","524","null",
"8600000US14526","ZCTA5 14526","-","-","**","**",
"8600000US14527","ZCTA5 14527","-","-","**","**",
"8600000US14529","ZCTA5 14529","-","-","**","**",
"8600000US14530","ZCTA5 14530","-","-","**","**",
"8600000US14532","ZCTA5 14532","-","-","**","**",
"8600000US14533","ZCTA5 14533","-","-","**","**",
"8600000US14534","ZCTA5 14534","187019","null","63515","null",
"8600000US14536","ZCTA5 14536","-","-","**","**",
"8600000US14537","ZCTA5 14537","-","-","**","**",
"8600000US14539","ZCTA5 14539","-","-","**","**",
"8600000US14541","ZCTA5 14541","-","-","**","**",
"8600000US14542","ZCTA5 14542","-","-","**","**",
"8600000US14543","ZCTA5 14543","-","-","**","**",
"8600000US14544","ZCTA5 14544","-","-","**","**",
"8600000US14545","ZCTA5 14545","-","-","**","**",
"8600000US14546","ZCTA5 14546","-","-","**","**",
"8600000US14548","ZCTA5 14548","24133","null","12359","null",
"8600000US14549","ZCTA5 14549","-","-","**","**",
"8600000US14550","ZCTA5 14550","-","-","**","**",
"8600000US14551","ZCTA5 14551","-","-","**","**",
"8600000US14555","ZCTA5 14555","-","-","**","**",
"8600000US14559","ZCTA5 14559","87628","null","39227","null",
"8600000US14560","ZCTA5 14560","-","-","**","**",
"8600000US14561","ZCTA5 14561","-","-","**","**",
"8600000US14564","ZCTA5 14564","-","-","**","**",
"8600000US14568","ZCTA5 14568","-","-","**","**",
"8600000US14569","ZCTA5 14569","-","-","**","**",
"8600000US14571","ZCTA5 14571","-","-","**","**",
"8600000US14572","ZCTA5 14572","-","-","**","**",
"8600000US14580","ZCTA5 14580","59290","null","12169","null",
"8600000US14585","ZCTA5 14585","-","-","**","**",
"8600000US14586","ZCTA5 14586","-","-","**","**",
"8600000US14588","ZCTA5 14588","-","-","**","**",
"8600000US14589","ZCTA5 14589","87552","null","84209","null",
"8600000US14590","ZCTA5 14590","116645","null","31986","null",
"8600000US14591","ZCTA5 14591","-","-","**","**",
"8600000US14592","ZCTA5 14592","-","-","**","**",
"8600000US14604","ZCTA5 14604","18819","null","12983","null",
"8600000US14605","ZCTA5 14605","20286","null","3695","null",
"8600000US14606","ZCTA5 14606","31002","null","3245","null",
"8600000US14607","ZCTA5 14607","25859","null","10676","null",
"8600000US14608","ZCTA5 14608","11821","null","4739","null",
"8600000US14609","ZCTA5 14609","32621","null","4836","null",
"8600000US14610","ZCTA5 14610","45972","null","31964","null",
"8600000US14611","ZCTA5 14611","27314","null","11042","null",
"8600000US14612","ZCTA5 14612","44792","null","8714","null",
"8600000US14613","ZCTA5 14613","36875","null","8475","null",
"8600000US14614","ZCTA5 14614","-","-","**","**",
"8600000US14615","ZCTA5 14615","36813","null","15976","null",
"8600000US14616","ZCTA5 14616","38750","null","20629","null",
"8600000US14617","ZCTA5 14617","87500","null","44735","null",
"8600000US14618","ZCTA5 14618","87763","null","34876","null",
"8600000US14619","ZCTA5 14619","45921","null","34053","null",
"8600000US14620","ZCTA5 14620","17683","null","5484","null",
"8600000US14621","ZCTA5 14621","22500","null","3352","null",
"8600000US14622","ZCTA5 14622","-","-","**","**",
"8600000US14623","ZCTA5 14623","44948","null","15968","null",
"8600000US14624","ZCTA5 14624","57232","null","27922","null",
"8600000US14625","ZCTA5 14625","86563","null","41730","null",
"8600000US14626","ZCTA5 14626","71838","null","6688","null",
"8600000US14627","ZCTA5 14627","-","-","**","**",
"8600000US14701","ZCTA5 14701","19375","null","8828","null",
"8600000US14706","ZCTA5 14706","56458","null","26090","null",
"8600000US14707","ZCTA5 14707","-","-","**","**",
"8600000US14708","ZCTA5 14708","-","-","**","**",
"8600000US14709","ZCTA5 14709","-","-","**","**",
"8600000US14710","ZCTA5 14710","-","-","**","**",
"8600000US14711","ZCTA5 14711","-","-","**","**",
"8600000US14712","ZCTA5 14712","-","-","**","**",
"8600000US14714","ZCTA5 14714","-","-","**","**",
"8600000US14715","ZCTA5 14715","-","-","**","**",
"8600000US14716","ZCTA5 14716","-","-","**","**",
"8600000US14717","ZCTA5 14717","-","-","**","**",
"8600000US14718","ZCTA5 14718","-","-","**","**",
"8600000US14719","ZCTA5 14719","32847","null","31325","null",
"8600000US14720","ZCTA5 14720","-","-","**","**",
"8600000US14721","ZCTA5 14721","-","-","**","**",
"8600000US14722","ZCTA5 14722","-","-","**","**",
"8600000US14723","ZCTA5 14723","-","-","**","**",
"8600000US14724","ZCTA5 14724","-","-","**","**",
"8600000US14726","ZCTA5 14726","-","-","**","**",
"8600000US14727","ZCTA5 14727","-","-","**","**",
"8600000US14728","ZCTA5 14728","-","-","**","**",
"8600000US14729","ZCTA5 14729","-","-","**","**",
"8600000US14731","ZCTA5 14731","-","-","**","**",
"8600000US14732","ZCTA5 14732","-","-","**","**",
"8600000US14733","ZCTA5 14733","-","-","**","**",
"8600000US14735","ZCTA5 14735","-","-","**","**",
"8600000US14736","ZCTA5 14736","-","-","**","**",
"8600000US14737","ZCTA5 14737","-","-","**","**",
"8600000US14738","ZCTA5 14738","-","-","**","**",
"8600000US14739","ZCTA5 14739","-","-","**","**",
"8600000US14740","ZCTA5 14740","-","-","**","**",
"8600000US14741","ZCTA5 14741","-","-","**","**",
"8600000US14742","ZCTA5 14742","-","-","**","**",
"8600000US14743","ZCTA5 14743","-","-","**","**",
"8600000US14744","ZCTA5 14744","-","-","**","**",
"8600000US14747","ZCTA5 14747","-","-","**","**",
"8600000US14748","ZCTA5 14748","-","-","**","**",
"8600000US14750","ZCTA5 14750","-","-","**","**",
"8600000US14752","ZCTA5 14752","-","-","**","**",
"8600000US14753","ZCTA5 14753","-","-","**","**",
"8600000US14754","ZCTA5 14754","-","-","**","**",
"8600000US14755","ZCTA5 14755","31375","null","9720","null",
"8600000US14756","ZCTA5 14756","-","-","**","**",
"8600000US14757","ZCTA5 14757","-","-","**","**",
"8600000US14760","ZCTA5 14760","-","-","**","**",
"8600000US14767","ZCTA5 14767","-","-","**","**",
"8600000US14769","ZCTA5 14769","-","-","**","**",
"8600000US14770","ZCTA5 14770","-","-","**","**",
"8600000US14772","ZCTA5 14772","-","-","**","**",
"8600000US14774","ZCTA5 14774","-","-","**","**",
"8600000US14775","ZCTA5 14775","26250","null","25014","null",
"8600000US14777","ZCTA5 14777","-","-","**","**",
"8600000US14778","ZCTA5 14778","-","-","**","**",
"8600000US14779","ZCTA5 14779","34167","null","12378","null",
"8600000US14781","ZCTA5 14781","-","-","**","**",
"8600000US14782","ZCTA5 14782","-","-","**","**",
"8600000US14783","ZCTA5 14783","-","-","**","**",
"8600000US14784","ZCTA5 14784","-","-","**","**",
"8600000US14787","ZCTA5 14787","-","-","**","**",
"8600000US14788","ZCTA5 14788","-","-","**","**",
"8600000US14801","ZCTA5 14801","-","-","**","**",
"8600000US14802","ZCTA5 14802","-","-","**","**",
"8600000US14803","ZCTA5 14803","-","-","**","**",
"8600000US14804","ZCTA5 14804","-","-","**","**",
"8600000US14805","ZCTA5 14805","-","-","**","**",
"8600000US14806","ZCTA5 14806","-","-","**","**",
"8600000US14807","ZCTA5 14807","-","-","**","**",
"8600000US14808","ZCTA5 14808","-","-","**","**",
"8600000US14809","ZCTA5 14809","-","-","**","**",
"8600000US14810","ZCTA5 14810","-","-","**","**",
"8600000US14812","ZCTA5 14812","76250","null","55489","null",
"8600000US14813","ZCTA5 14813","-","-","**","**",
"8600000US14814","ZCTA5 14814","-","-","**","**",
"8600000US14815","ZCTA5 14815","-","-","**","**",
"8600000US14816","ZCTA5 14816","-","-","**","**",
"8600000US14817","ZCTA5 14817","-","-","**","**",
"8600000US14818","ZCTA5 14818","-","-","**","**",
"8600000US14819","ZCTA5 14819","-","-","**","**",
"8600000US14820","ZCTA5 14820","-","-","**","**",
"8600000US14821","ZCTA5 14821","-","-","**","**",
"8600000US14822","ZCTA5 14822","-","-","**","**",
"8600000US14823","ZCTA5 14823","-","-","**","**",
"8600000US14824","ZCTA5 14824","-","-","**","**",
"8600000US14825","ZCTA5 14825","-","-","**","**",
"8600000US14826","ZCTA5 14826","-","-","**","**",
"8600000US14827","ZCTA5 14827","-","-","**","**",
"8600000US14830","ZCTA5 14830","-","-","**","**",
"8600000US14836","ZCTA5 14836","-","-","**","**",
"8600000US14837","ZCTA5 14837","-","-","**","**",
"8600000US14838","ZCTA5 14838","-","-","**","**",
"8600000US14839","ZCTA5 14839","-","-","**","**",
"8600000US14840","ZCTA5 14840","59167","null","21255","null",
"8600000US14841","ZCTA5 14841","-","-","**","**",
"8600000US14842","ZCTA5 14842","-","-","**","**",
"8600000US14843","ZCTA5 14843","38036","null","29805","null",
"8600000US14845","ZCTA5 14845","58214","null","15399","null",
"8600000US14846","ZCTA5 14846","-","-","**","**",
"8600000US14847","ZCTA5 14847","-","-","**","**",
"8600000US14850","ZCTA5 14850","32122","null","5100","null",
"8600000US14853","ZCTA5 14853","-","-","**","**",
"8600000US14854","ZCTA5 14854","-","-","**","**",
"8600000US14855","ZCTA5 14855","-","-","**","**",
"8600000US14856","ZCTA5 14856","-","-","**","**",
"8600000US14858","ZCTA5 14858","-","-","**","**",
"8600000US14859","ZCTA5 14859","-","-","**","**",
"8600000US14860","ZCTA5 14860","-","-","**","**",
"8600000US14861","ZCTA5 14861","-","-","**","**",
"8600000US14864","ZCTA5 14864","-","-","**","**",
"8600000US14865","ZCTA5 14865","-","-","**","**",
"8600000US14867","ZCTA5 14867","-","-","**","**",
"8600000US14869","ZCTA5 14869","-","-","**","**",
"8600000US14870","ZCTA5 14870","-","-","**","**",
"8600000US14871","ZCTA5 14871","-","-","**","**",
"8600000US14872","ZCTA5 14872","-","-","**","**",
"8600000US14873","ZCTA5 14873","-","-","**","**",
"8600000US14874","ZCTA5 14874","-","-","**","**",
"8600000US14877","ZCTA5 14877","-","-","**","**",
"8600000US14878","ZCTA5 14878","-","-","**","**",
"8600000US14879","ZCTA5 14879","-","-","**","**",
"8600000US14880","ZCTA5 14880","-","-","**","**",
"8600000US14881","ZCTA5 14881","-","-","**","**",
"8600000US14882","ZCTA5 14882","-","-","**","**",
"8600000US14883","ZCTA5 14883","-","-","**","**",
"8600000US14884","ZCTA5 14884","-","-","**","**",
"8600000US14885","ZCTA5 14885","-","-","**","**",
"8600000US14886","ZCTA5 14886","-","-","**","**",
"8600000US14889","ZCTA5 14889","-","-","**","**",
"8600000US14891","ZCTA5 14891","-","-","**","**",
"8600000US14892","ZCTA5 14892","51607","null","26717","null",
"8600000US14893","ZCTA5 14893","-","-","**","**",
"8600000US14894","ZCTA5 14894","-","-","**","**",
"8600000US14895","ZCTA5 14895","-","-","**","**",
"8600000US14897","ZCTA5 14897","-","-","**","**",
"8600000US14898","ZCTA5 14898","-","-","**","**",
"8600000US14901","ZCTA5 14901","9133","null","3799","null",
"8600000US14903","ZCTA5 14903","48636","null","28346","null",
"8600000US14904","ZCTA5 14904","69688","null","52584","null",
"8600000US14905","ZCTA5 14905","-","-","**","**",
