,ID,Borough,NAID,Network Area Hosting Capacity (kVA),Updated Date,LongRef,LatRef,Lat,Long,Zip,ZCTA
516,569,MANHATTAN,72B,380,2018-06-20 00:00:00,72,B,40.85685119,73.93551491,10040,10040
517,573,MANHATTAN,73C,470,2018-06-20 00:00:00,73,C,40.85736316,73.93040111,10040,10040
518,574,MANHATTAN,73D,590,2018-06-20 00:00:00,73,D,40.85583695,73.92677148,10040,10040
519,579,MANHATTAN,75C,595,2018-06-20 00:00:00,75,C,40.86143954,73.92743278,10040,10040
520,570,MANHATTAN,72C,600,2018-06-20 00:00:00,72,C,40.85532497,73.93188528,10040,10040
521,582,MANHATTAN,76C,610,2018-06-20 00:00:00,76,C,40.86347773,73.92594862,10040,10040
522,571,MANHATTAN,72D,715,2018-06-20 00:00:00,72,D,40.85379876,73.92825564,10040,10040
523,576,MANHATTAN,74C,755,2018-06-20 00:00:00,74,C,40.85940135,73.92891695,10040,10040
524,276,MANHATTAN,32N,80,2018-06-20 00:00:00,32,N,40.75700907,73.95132588,10044,10044
525,287,MANHATTAN,33M,80,2018-06-20 00:00:00,33,M,40.76057347,73.95347135,10044,10044
526,331,MANHATTAN,37N,100,2018-06-20 00:00:00,37,N,40.76720001,73.94390506,10044,10044
527,354,MANHATTAN,39N,140,2018-06-20 00:00:00,39,N,40.77127639,73.94093673,10044,10044
528,288,MANHATTAN,33N,150,2018-06-20 00:00:00,33,N,40.75904726,73.94984171,10044,10044
529,343,MANHATTAN,38N,170,2018-06-20 00:00:00,38,N,40.7692382,73.94242089,10044,10044
530,309,MANHATTAN,35M,175,2018-06-20 00:00:00,35,M,40.76464985,73.95050302,10044,10044
531,320,MANHATTAN,36N,300,2018-06-20 00:00:00,36,N,40.76516183,73.94538922,10044,10044
532,266,MANHATTAN,32C,380,2018-06-20 00:00:00,32,C,40.77379742,73.99125184,10044,10044
533,299,MANHATTAN,34N,450,2018-06-20 00:00:00,34,N,40.76108545,73.94835755,10044,10044
534,298,MANHATTAN,34M,500,2018-06-20 00:00:00,34,M,40.76261166,73.95198718,10044,10044
535,277,MANHATTAN,33C,2250,2018-06-20 00:00:00,33,C,40.77583561,73.98976768,10044,10044
536,275,MANHATTAN,32M,160,2018-06-20 00:00:00,32,M,40.75853528,73.95495551,10065,10065
537,304,MANHATTAN,35H,655,2018-06-20 00:00:00,35,H,40.77228092,73.96865119,10065,10065
538,272,MANHATTAN,32J,1620,2018-06-20 00:00:00,32,J,40.76311392,73.96584441,10065,10065
539,286,MANHATTAN,33L,2375,2018-06-20 00:00:00,33,L,40.76209969,73.95710098,10065,10065
540,295,MANHATTAN,34J,2375,2018-06-20 00:00:00,34,J,40.7671903,73.96287608,10065,10065
541,285,MANHATTAN,33K,2425,2018-06-20 00:00:00,33,K,40.7636259,73.96073061,10065,10065
542,294,MANHATTAN,34I,2545,2018-06-20 00:00:00,34,I,40.76871651,73.96650572,10065,10065
543,296,MANHATTAN,34K,2790,2018-06-20 00:00:00,34,K,40.76566409,73.95924645,10065,10065
544,284,MANHATTAN,33J,3105,2018-06-20 00:00:00,33,J,40.76515211,73.96436025,10065,10065
545,297,MANHATTAN,34L,4160,2018-06-20 00:00:00,34,L,40.76413787,73.95561682,10065,10065
546,310,MANHATTAN,36C,690,2018-06-20 00:00:00,36,C,40.78195017,73.98531519,10069,10069
547,289,MANHATTAN,34C,1110,2018-06-20 00:00:00,34,C,40.77787379,73.98828352,10069,10069
548,278,MANHATTAN,33D,1745,2018-06-20 00:00:00,33,D,40.77430939,73.98613805,10069,10069
549,267,MANHATTAN,32D,2225,2018-06-20 00:00:00,32,D,40.7722712,73.98762221,10069,10069
550,388,MANHATTAN,43H,300,2018-06-20 00:00:00,43,H,40.78858643,73.95677787,10075,10075
551,325,MANHATTAN,37H,450,2018-06-20 00:00:00,37,H,40.77635729,73.96568286,10075,10075
552,314,MANHATTAN,36H,625,2018-06-20 00:00:00,36,H,40.77431911,73.96716702,10075,10075
553,329,MANHATTAN,37L,1125,2018-06-20 00:00:00,37,L,40.77025244,73.95116432,10075,10075
554,327,MANHATTAN,37J,1375,2018-06-20 00:00:00,37,J,40.77330487,73.95842359,10075,10075
555,328,MANHATTAN,37K,1910,2018-06-20 00:00:00,37,K,40.77177865,73.95479396,10075,10075
556,340,MANHATTAN,38K,1940,2018-06-20 00:00:00,38,K,40.77381684,73.95330979,10075,10075
557,326,MANHATTAN,37I,3290,2018-06-20 00:00:00,37,I,40.77483108,73.96205322,10075,10075
558,228,MANHATTAN,28G,10721,2018-06-20 00:00:00,28,G,40.75953981,73.98266997,10111,10111
559,429,MANHATTAN,48C,485,2018-06-20 00:00:00,48,C,40.80640844,73.96750522,10115,10115
560,379,MANHATTAN,42H,415,2018-06-20 00:00:00,42,H,40.78654824,73.95826204,10128,10128
561,369,MANHATTAN,41H,490,2018-06-20 00:00:00,41,H,40.78451005,73.9597462,10128,10128
562,363,MANHATTAN,40L,930,2018-06-20 00:00:00,40,L,40.77636701,73.94671183,10128,10128
563,380,MANHATTAN,42I,1080,2018-06-20 00:00:00,42,I,40.78502203,73.9546324,10128,10128
564,373,MANHATTAN,41L,1415,2018-06-20 00:00:00,41,L,40.7784052,73.94522767,10128,10128
565,382,MANHATTAN,42K,1590,2018-06-20 00:00:00,42,K,40.7819696,73.94737314,10128,10128
566,381,MANHATTAN,42J,1690,2018-06-20 00:00:00,42,J,40.78349581,73.95100277,10128,10128
567,371,MANHATTAN,41J,1730,2018-06-20 00:00:00,41,J,40.78145762,73.95248693,10128,10128
568,372,MANHATTAN,41K,1835,2018-06-20 00:00:00,41,K,40.77993141,73.9488573,10128,10128
569,370,MANHATTAN,41I,2035,2018-06-20 00:00:00,41,I,40.78298384,73.95611657,10128,10128
570,405,MANHATTAN,45H,320,2018-06-20 00:00:00,45,H,40.79266281,73.95380954,10129,10018
571,293,MANHATTAN,34H,395,2018-06-20 00:00:00,34,H,40.77024273,73.97013535,10153,10153
572,283,MANHATTAN,33I,1680,2018-06-20 00:00:00,33,I,40.76667833,73.96798988,10153,10153
573,271,MANHATTAN,32I,4045,2018-06-20 00:00:00,32,I,40.76464014,73.96947404,10153,10153
574,243,MANHATTAN,29L,760,2018-06-20 00:00:00,29,L,40.75394693,73.96303764,10155,10022
575,274,MANHATTAN,32L,1355,2018-06-20 00:00:00,32,L,40.7600615,73.95858514,10155,10022
576,233,MANHATTAN,28L,1905,2018-06-20 00:00:00,28,L,40.75190874,73.9645218,10155,10022
577,185,MANHATTAN,23L,960,2018-06-20 00:00:00,23,L,40.7417178,73.97194262,10158,10016
578,194,MANHATTAN,24K,1887,2018-06-20 00:00:00,24,K,40.7452822,73.97408809,10158,10016
579,330,MANHATTAN,37M,40,2018-06-20 00:00:00,37,M,40.76872623,73.94753469,10162,10162
580,374,MANHATTAN,41M,100,2018-06-20 00:00:00,41,M,40.77687898,73.94159803,10162,10162
581,364,MANHATTAN,40M,380,2018-06-20 00:00:00,40,M,40.77484079,73.9430822,10162,10162
582,342,MANHATTAN,38M,440,2018-06-20 00:00:00,38,M,40.77076442,73.94605053,10162,10162
583,319,MANHATTAN,36M,480,2018-06-20 00:00:00,36,M,40.76668804,73.94901885,10162,10162
584,353,MANHATTAN,39M,600,2018-06-20 00:00:00,39,M,40.77280261,73.94456636,10162,10162
585,187,MANHATTAN,24D,730,2018-06-20 00:00:00,24,D,40.75596569,73.99949552,10199,10199
586,1,MANHATTAN,1I,50,2018-06-20 00:00:00,1,I,40.70145628,74.01548313,10275,10004
587,22,MANHATTAN,6I,4860,2018-06-20 00:00:00,6,I,40.71164723,74.00806231,10279,10279
588,6,MANHATTAN,3G,180,2018-06-20 00:00:00,3,G,40.70858509,74.01977407,10280,10280
589,10,MANHATTAN,4G,520,2018-06-20 00:00:00,4,G,40.71062327,74.01828991,10280,10280
590,3,MANHATTAN,2H,1815,2018-06-20 00:00:00,2,H,40.70502068,74.0176286,10280,10280
591,7,MANHATTAN,3H,1870,2018-06-20 00:00:00,3,H,40.70705887,74.01614444,10281,10280
592,51,MANHATTAN,11F,80,2018-06-20 00:00:00,11,F,40.72641681,74.01153039,10282,10282
593,25,MANHATTAN,7F,160,2018-06-20 00:00:00,7,F,40.71826405,74.01746705,10282,10282
594,44,MANHATTAN,10F,200,2018-06-20 00:00:00,10,F,40.72437862,74.01301456,10282,10282
595,32,MANHATTAN,8G,1305,2018-06-20 00:00:00,8,G,40.71877603,74.01235325,10282,10282
596,26,MANHATTAN,7G,2000,2018-06-20 00:00:00,7,G,40.71673784,74.01383742,10282,10282
597,20,MANHATTAN,6G,4245,2018-06-20 00:00:00,6,G,40.71469965,74.01532158,10282,10282
598,15,MANHATTAN,5G,1225,2018-06-20 00:00:00,5,G,40.71266146,74.01680574,10285,10282
599,244,MANHATTAN,29M,15,2018-06-20 00:00:00,29,M,40.75242072,73.959408,11109,11109
